iter	CrossEntropy	F1	Accuracy
117	0.3465919812	0.8333596588	0.8441424139
118	0.346190484	0.8334122849	0.8441424139
119	0.3456428966	0.8332807073	0.8439946816
120	0.3455483366	0.8332807073	0.8439946816
121	0.3452548057	0.8335964635	0.8442901463
122	0.3448906648	0.8345164853	0.8450288078
123	0.3447522169	0.8341486508	0.8447333432
124	0.3441329401	0.83456868	0.8450288078
125	0.3439313683	0.8337014831	0.8442901463
126	0.3437725007	0.834752444	0.8451765401
127	0.3437721976	0.834752444	0.8451765401
128	0.343609094	0.8349881797	0.8453242724
129	0.3433059217	0.8348045397	0.8451765401
130	0.3432067157	0.8348045397	0.8451765401
131	0.3430690672	0.8349881797	0.8453242724
132	0.3428692075	0.8354869209	0.8457674693
133	0.3425305118	0.8354869209	0.8457674693
134	0.3423584994	0.8356703955	0.8459152017
135	0.3420847656	0.8353033885	0.845619737
136	0.3419033512	0.8349361501	0.8453242724
137	0.3416894048	0.8356185973	0.8459152017
138	0.3415802305	0.8356985178	0.846062934
139	0.3412921047	0.8359338061	0.8462106663
140	0.3411573158	0.8355667665	0.8459152017
141	0.340864218	0.8360138757	0.8463583986
142	0.3408069102	0.8358820747	0.8462106663
143	0.3406450065	0.8359621451	0.8463583986
144	0.3404275927	0.8360138757	0.8463583986
145	0.3402925383	0.8363292337	0.8466538632
146	0.3401670457	0.8361973829	0.8465061309
147	0.3400302725	0.8363006145	0.8465061309
148	0.3399615734	0.8361172392	0.8463583986
149	0.339791634	0.8365126912	0.8468015955
150	0.3395931916	0.8370113493	0.8472447924
151	0.3394405074	0.8368279994	0.8470970601
152	0.3391163806	0.8370113493	0.8472447924
153	0.3386488776	0.8366445916	0.8469493278
154	0.3382461332	0.8373266078	0.8475402571
155	0.3380499882	0.8375394322	0.8478357217
156	0.3377178205	0.8377227567	0.847983454
157	0.3373821603	0.8380892322	0.8482789186
158	0.3371183956	0.8384554768	0.8485743832
159	0.3368043274	0.8384045404	0.8485743832
160	0.3365797166	0.8387706856	0.8488698478
161	0.3364380165	0.8387706856	0.8488698478
162	0.3363223437	0.8390351569	0.8491653125
163	0.3360865325	0.8393194707	0.8493130448
164	0.3360358426	0.8394517095	0.8494607771
165	0.3357927572	0.8393194707	0.8493130448
166	0.3355819054	0.839766819	0.8497562417
167	0.3353378801	0.8397163121	0.8497562417
168	0.3350365813	0.8398991491	0.849903974
169	0.3349395027	0.8397981709	0.849903974
170	0.3346890412	0.8402963897	0.8503471709
171	0.334537246	0.8401639344	0.8501994386
172	0.3341506072	0.8402963897	0.8503471709
173	0.3340049522	0.8404791929	0.8504949032
174	0.3339380202	0.8402963897	0.8503471709
175	0.3339380198	0.8402963897	0.8503471709
176	0.3337666431	0.8401639344	0.8501994386
177	0.333578395	0.8401639344	0.8501994386
178	0.333574303	0.8399810815	0.8500517063
179	0.3333026872	0.8399306103	0.8500517063
180	0.3330061052	0.8397163121	0.8497562417
181	0.3327403677	0.8399810815	0.8500517063
182	0.3325496267	0.8399810815	0.8500517063
183	0.3325496198	0.8399810815	0.8500517063
184	0.332251073	0.8399810815	0.8500517063
185	0.331964236	0.8397981709	0.849903974
186	0.3317106171	0.8400315209	0.8500517063
187	0.3314841916	0.8398991491	0.849903974
188	0.331412436	0.8398486759	0.849903974
189	0.3310950185	0.8405797101	0.8504949032
190	0.3306864986	0.84089477	0.8507903679
191	0.3306050175	0.84089477	0.8507903679
192	0.3304996858	0.84089477	0.8507903679
193	0.3303277252	0.84089477	0.8507903679
194	0.3300971855	0.841027257	0.8509381002
195	0.3298005485	0.841077335	0.8509381002
196	0.3295908932	0.8412098299	0.8510858325
197	0.3293652333	0.8413423665	0.8512335648
198	0.3291934874	0.8415248897	0.8513812971
199	0.3290219245	0.8415748031	0.8513812971
200	0.3288448093	0.841657476	0.8515290294
201	0.3286397893	0.8419725855	0.851824494
202	0.3283144708	0.8426028045	0.8524154233
203	0.3282756721	0.8427355815	0.8525631556
204	0.3282270545	0.8429673964	0.8527108879
205	0.3279398546	0.8429673964	0.8527108879
206	0.3277341278	0.8427355815	0.8525631556
207	0.3274267218	0.8433165195	0.8531540848
208	0.3272582124	0.8430507406	0.8528586202
209	0.327210194	0.8428684003	0.8527108879
210	0.3269330827	0.8433658998	0.8531540848
211	0.3265998899	0.8441435768	0.853745014
212	0.326274921	0.8441435768	0.853745014
213	0.3261678439	0.8442764919	0.8538927463
214	0.3258626396	0.8445914029	0.854188211
215	0.3257106171	0.8445914029	0.854188211
216	0.3254976707	0.8450393701	0.8546314079
217	0.3253601238	0.8450393701	0.8546314079
218	0.3252154718	0.8450393701	0.8546314079
219	0.3250613203	0.8450393701	0.8546314079
220	0.3248283965	0.8453056081	0.8549268725
221	0.3245045764	0.8458024886	0.8553700694
222	0.3243016009	0.8458510471	0.8553700694
223	0.3241465205	0.8458024886	0.8553700694
224	0.3239304583	0.8462507876	0.8558132664
225	0.3237763539	0.8462507876	0.8558132664
226	0.323510665	0.8463356974	0.8559609987
227	0.3233595516	0.8467843632	0.8564041956
228	0.3231686268	0.846699228	0.8562564633
229	0.3229031558	0.846699228	0.8562564633
230	0.3226905881	0.8467843632	0.8564041956
231	0.3225783913	0.8467843632	0.8564041956
232	0.3223599859	0.8466509062	0.8562564633
233	0.3221771204	0.8468326505	0.8564041956
234	0.3219392724	0.8469661151	0.8565519279
235	0.3216574888	0.8469178622	0.8565519279
236	0.3214248315	0.8477301387	0.8572905895
237	0.3211317196	0.8477301387	0.8572905895
238	0.3211189929	0.8477301387	0.8572905895
239	0.3209887712	0.847778128	0.8572905895
240	0.3207179549	0.8481411468	0.8575860541
241	0.320431472	0.8483225705	0.8577337864
242	0.3202896022	0.8486375807	0.858029251
243	0.3202776741	0.8486375807	0.858029251
244	0.3201208308	0.8483225705	0.8577337864
245	0.3199690919	0.8480932871	0.8575860541
246	0.3198913752	0.8485421592	0.858029251
247	0.3196472246	0.8485421592	0.858029251
248	0.3194055733	0.8487712665	0.8581769833
249	0.3191457863	0.8486375807	0.858029251
250	0.3191398248	0.8486375807	0.858029251
251	0.319061821	0.8486852464	0.858029251
252	0.3189229756	0.8488664987	0.8581769833
253	0.318802902	0.8490863264	0.8584724479
254	0.3186116428	0.8493539237	0.8587679125
255	0.318421375	0.8494488189	0.8587679125
256	0.3182864963	0.8498976217	0.8592111095
257	0.3181571148	0.8494877857	0.8589156449
258	0.3179479505	0.8502126319	0.8595065741
259	0.3177746251	0.8502126319	0.8595065741
260	0.3175614734	0.8497164461	0.8590633772
261	0.3173771923	0.8502994012	0.8596543064
262	0.3172168647	0.8503465658	0.8596543064
263	0.3172071313	0.8503465658	0.8596543064
264	0.3168429641	0.850440806	0.8596543064
265	0.3166762719	0.8505747126	0.8598020387
266	0.3164919873	0.8505747126	0.8598020387
267	0.316393408	0.8507086614	0.859949771
268	0.3163021342	0.8507556675	0.859949771
269	0.3162887628	0.8507556675	0.859949771
270	0.3160880942	0.8508896237	0.8600975033
271	0.3159662616	0.8513385827	0.8605407003
272	0.3157891321	0.8514726729	0.8606884326
273	0.3157047085	0.8514726729	0.8606884326
274	0.315528398	0.851875197	0.8611316295
275	0.3153616918	0.851875197	0.8611316295
276	0.3151288424	0.85174098	0.8609838972
277	0.3150522078	0.8516068053	0.8608361649
278	0.3148735956	0.851875197	0.8611316295
279	0.3147939343	0.8516942474	0.8609838972
280	0.314788781	0.8515132409	0.8608361649
281	0.314701558	0.8512448787	0.8605407003
282	0.3146316078	0.851110761	0.8603929679
283	0.3143646539	0.8516942474	0.8609838972
284	0.3139365778	0.8516474854	0.8609838972
285	0.3137342034	0.8519627936	0.8612793618
286	0.3137296429	0.8519627936	0.8612793618
287	0.3136132349	0.8519627936	0.8612793618
288	0.313372624	0.8518284994	0.8611316295
289	0.3131626549	0.8519161016	0.8612793618
290	0.3130224733	0.8520971302	0.8614270941
291	0.3130091362	0.8522315092	0.8615748264
292	0.3128603965	0.8520094563	0.8612793618
293	0.3127083092	0.8520094563	0.8612793618
294	0.3125292099	0.8523246651	0.8615748264
295	0.3123770143	0.8520504732	0.8614270941
296	0.3122910829	0.8517350158	0.8611316295
297	0.3121952887	0.8519161016	0.8612793618
298	0.3120846608	0.8520504732	0.8614270941
299	0.3119345577	0.8520504732	0.8614270941
300	0.3118042334	0.8519161016	0.8612793618
301	0.311691788	0.8517817723	0.8611316295
302	0.3114367358	0.8516474854	0.8609838972
303	0.3112298583	0.8519627936	0.8612793618
304	0.3112137968	0.8520971302	0.8614270941
305	0.3108596358	0.8523659306	0.8617225587
306	0.3108246429	0.8523659306	0.8617225587
307	0.3108100929	0.8523659306	0.8617225587
308	0.310709488	0.8525469169	0.861870291
309	0.3105569883	0.8528623246	0.8621657557
310	0.3104383983	0.8536277603	0.8629044172
311	0.3102713629	0.8533123028	0.8626089526
312	0.3100292863	0.8536739199	0.8629044172
313	0.3099419889	0.8535393347	0.8627566849
314	0.3097540778	0.8535393347	0.8627566849
315	0.309580491	0.8538546429	0.8630521495
316	0.3094335231	0.8538546429	0.8630521495
317	0.3093118049	0.8538546429	0.8630521495
318	0.3092572416	0.8538546429	0.8630521495
319	0.3090016164	0.8544852593	0.8636430787
320	0.3089235266	0.8544852593	0.8636430787
321	0.3087843181	0.8544852593	0.8636430787
322	0.30877791	0.8544852593	0.8636430787
323	0.3086171528	0.8546199937	0.8637908111
324	0.3085557035	0.8544852593	0.8636430787
325	0.3085495937	0.8544852593	0.8636430787
326	0.3084046579	0.854665826	0.8637908111
327	0.3080601075	0.8551158758	0.864234008
328	0.3078343473	0.8548463357	0.8639385434
329	0.3076850752	0.8551158758	0.864234008
330	0.3074502453	0.8551615445	0.864234008
331	0.307313054	0.8550724638	0.8640862757
332	0.3071760438	0.8552527957	0.864234008
333	0.3069853717	0.8553875236	0.8643817403
334	0.3067812348	0.8553875236	0.8643817403
335	0.3066290264	0.8553875236	0.8643817403
336	0.3064247397	0.8553875236	0.8643817403
337	0.3061511654	0.855522294	0.8645294726
338	0.3060343455	0.8553419477	0.8643817403
339	0.3060255092	0.8553419477	0.8643817403
340	0.3058836	0.8553419477	0.8643817403
341	0.3057216276	0.8554767533	0.8645294726
342	0.305534906	0.8555660675	0.8646772049
343	0.3053954173	0.8555660675	0.8646772049
344	0.3053910301	0.8555660675	0.8646772049
345	0.3053856509	0.8555660675	0.8646772049
346	0.3053206444	0.8560618004	0.8651204018
347	0.3050955779	0.8562421185	0.8652681341
348	0.3048764379	0.856782732	0.8657113311
349	0.3047308769	0.856782732	0.8657113311
350	0.3045883746	0.856782732	0.8657113311
351	0.3043649308	0.8569628229	0.8658590634
352	0.3041080117	0.8571428571	0.8660067957
353	0.3040207301	0.8572778828	0.866154528
354	0.3038311985	0.8572328034	0.8660067957
355	0.3036778104	0.8575027555	0.8663022603
356	0.3036702381	0.8575027555	0.8663022603
357	0.3035592036	0.857007874	0.8658590634
358	0.3034539306	0.8575929427	0.8664499926
359	0.3033465834	0.8575929427	0.8664499926
360	0.3031478497	0.8575929427	0.8664499926
361	0.302932919	0.857412951	0.8663022603
362	0.3029234887	0.857412951	0.8663022603
363	0.3026539305	0.8575480618	0.8664499926
364	0.3024791365	0.8575929427	0.8664499926
365	0.3022718198	0.8572329026	0.866154528
366	0.3021218965	0.8574578674	0.8663022603
367	0.3020874058	0.8577280605	0.8665977249
368	0.3019066801	0.8577728776	0.8665977249
369	0.3018004352	0.8578632209	0.8667454572
370	0.3015623934	0.8581336696	0.8670409218
371	0.3013860059	0.8581336696	0.8670409218
372	0.3013793721	0.8581336696	0.8670409218
373	0.3010936441	0.8588531821	0.8676318511
374	0.3009100188	0.8585826772	0.8673363865
375	0.3007528757	0.858673389	0.8674841188
376	0.3006639274	0.8584935392	0.8673363865
377	0.300494828	0.858673389	0.8674841188
378	0.3003777238	0.8592125984	0.8679273157
379	0.3002221724	0.8587179083	0.8674841188
380	0.3000528748	0.8592125984	0.8679273157
381	0.3000060928	0.8592125984	0.8679273157
382	0.2999649513	0.8593922217	0.868075048
383	0.2998794776	0.8594364867	0.868075048
384	0.2995588376	0.8603369548	0.8689614419
385	0.2995176959	0.8602015113	0.8688137096
386	0.299502038	0.8603369548	0.8689614419
387	0.2993497782	0.8602015113	0.8688137096
388	0.2992811597	0.8600661105	0.8686659772
389	0.2991153085	0.8596601636	0.8682227803
390	0.298824272	0.8604248623	0.8689614419
391	0.298815102	0.8604248623	0.8689614419
392	0.2987762382	0.8602455146	0.8688137096
393	0.2986230627	0.8602894902	0.8688137096
394	0.2984774802	0.8601541608	0.8686659772
395	0.2983901457	0.8602455146	0.8688137096
396	0.2983812695	0.8602455146	0.8688137096
397	0.2981684685	0.8603809224	0.8689614419
398	0.2980201543	0.8602455146	0.8688137096
399	0.2978028155	0.8603369548	0.8689614419
400	0.297736711	0.8605163728	0.8691091742
401	0.2975619459	0.8603369548	0.8689614419
402	0.2973991557	0.8604724409	0.8691091742
403	0.297306787	0.8604724409	0.8691091742
404	0.2969350769	0.8606079698	0.8692569065
405	0.2967687938	0.8608353034	0.8695523711
406	0.296744932	0.8608353034	0.8695523711
407	0.2966556204	0.8608353034	0.8695523711
408	0.296539295	0.8608353034	0.8695523711
409	0.2963695394	0.8608353034	0.8695523711
410	0.2963004364	0.8609709962	0.8697001034
411	0.2962963381	0.8609709962	0.8697001034
412	0.296092545	0.8607914236	0.8695523711
413	0.295898261	0.8607475162	0.8695523711
414	0.2958246156	0.8607475162	0.8695523711
415	0.2956358482	0.8608832808	0.8697001034
416	0.2954806061	0.8612425102	0.869995568
417	0.2952529217	0.8613345954	0.8701433003
418	0.2952068075	0.8613345954	0.8701433003
419	0.295008691	0.8619220451	0.8707342296
420	0.2950048176	0.8619220451	0.8707342296
421	0.2949758379	0.8619220451	0.8707342296
422	0.2947949857	0.8621016093	0.8708819619
423	0.2947291392	0.8624171663	0.8711774265
424	0.2946127788	0.8622811169	0.8710296942
425	0.2944305817	0.8624605678	0.8711774265
426	0.2942019561	0.8623737374	0.8711774265
427	0.2940278889	0.8623737374	0.8711774265
428	0.2938827378	0.8626893939	0.8714728911
429	0.2938113483	0.8628255722	0.8716206234
430	0.2935589449	0.8635502211	0.872359285
431	0.2934530018	0.8639520202	0.8726547496
432	0.2932883774	0.8644041042	0.8730979465
433	0.2932855992	0.8644041042	0.8730979465
434	0.2932708779	0.8644041042	0.8730979465
435	0.2930312826	0.8644468992	0.8730979465
436	0.2928137742	0.8644041042	0.8730979465
437	0.2928065938	0.8644041042	0.8730979465
438	0.2923560206	0.8647198106	0.8733934111
439	0.2922022753	0.8647198106	0.8733934111
440	0.2921072635	0.8650781127	0.8736888758
441	0.2919384414	0.8648563309	0.8735411434
442	0.2916185499	0.8643612822	0.8730979465
443	0.2915478875	0.8643612822	0.8730979465
444	0.2914474959	0.8643612822	0.8730979465
445	0.2912488303	0.864497789	0.8732456788
446	0.2911429374	0.864813645	0.8735411434
447	0.2909222229	0.8649502448	0.8736888758
448	0.2907143083	0.8652661507	0.8739843404
449	0.2906123371	0.8650868878	0.8738366081
450	0.2905496227	0.8654028436	0.8741320727
451	0.2904315268	0.8655820565	0.874279805
452	0.290428835	0.8655820565	0.874279805
453	0.2903650254	0.8655820565	0.874279805
454	0.290219984	0.8657612129	0.8744275373
455	0.2902165839	0.8657612129	0.8744275373
456	0.2901127442	0.8662561187	0.8748707342
457	0.2898779924	0.8662561187	0.8748707342
458	0.2898036429	0.8662561187	0.8748707342
459	0.2897145977	0.8663929248	0.8750184665
460	0.2895678283	0.8663929248	0.8750184665
461	0.2894600246	0.8666666667	0.8753139312
462	0.2894122332	0.8666666667	0.8753139312
463	0.2893143058	0.8668036025	0.8754616635
464	0.2892045554	0.8669405815	0.8756093958
465	0.2890682704	0.8671196082	0.8757571281
466	0.2889293128	0.8668985141	0.8756093958
467	0.2886946553	0.8679304897	0.8764957896
468	0.2886913848	0.8679304897	0.8764957896
469	0.288511785	0.8673404927	0.8759048604
470	0.2884116532	0.8673404927	0.8759048604
471	0.2882677601	0.8673404927	0.8759048604
472	0.2881016124	0.8678887484	0.8764957896
473	0.2879745239	0.8682464455	0.8767912542
474	0.287803229	0.8683836309	0.8769389866
475	0.2876441892	0.868204804	0.8767912542
476	0.2874633472	0.8683420262	0.8769389866
477	0.2873200677	0.8684792918	0.8770867189
478	0.2872741276	0.8684792918	0.8770867189
479	0.2871093951	0.8684792918	0.8770867189
480	0.2870317403	0.8686581318	0.8772344512
481	0.2869149663	0.8686581318	0.8772344512
482	0.2868279801	0.8686581318	0.8772344512
483	0.2866583388	0.8686581318	0.8772344512
484	0.2865857002	0.8685208597	0.8770867189
485	0.2864541661	0.8688369153	0.8773821835
486	0.2864511428	0.8688369153	0.8773821835
487	0.2863339889	0.8688369153	0.8773821835
488	0.2861489223	0.868878357	0.8773821835
489	0.285940741	0.8691943128	0.8776776481
490	0.2859390293	0.8691943128	0.8776776481
491	0.2857396319	0.8686996366	0.8772344512
492	0.2856574115	0.8690156423	0.8775299158
493	0.2855687618	0.8690156423	0.8775299158
494	0.2854376847	0.8693729269	0.8778253804
495	0.28537767	0.869057021	0.8775299158
496	0.2852355641	0.8695102686	0.8779731127
497	0.2849514511	0.8694690265	0.8779731127
498	0.2847923956	0.8697850822	0.8782685773
499	0.2847611549	0.8699636593	0.8784163096
500	0.284759928	0.8699636593	0.8784163096
501	0.2845703211	0.8702386597	0.8787117743
502	0.2845025768	0.8704171934	0.8788595066
503	0.2844140782	0.8704171934	0.8788595066
504	0.2842308848	0.8701011378	0.878564042
505	0.2840683964	0.8699636593	0.8784163096
506	0.2839382383	0.8697850822	0.8782685773
507	0.2839229463	0.8699225541	0.8784163096
508	0.2838805211	0.8699225541	0.8784163096
509	0.2837856204	0.8701011378	0.878564042
510	0.2837382731	0.8702386597	0.8787117743
511	0.283608004	0.8699225541	0.8784163096
512	0.2835433972	0.8700600696	0.878564042
513	0.2833922202	0.8700600696	0.878564042
514	0.283310243	0.8700600696	0.878564042
515	0.2832730703	0.8700600696	0.878564042
516	0.2830938136	0.8704171934	0.8788595066
517	0.283004306	0.8704171934	0.8788595066
518	0.2828627043	0.8702386597	0.8787117743
519	0.2827936713	0.8708149084	0.8791549712
520	0.2826991494	0.8707332491	0.8791549712
521	0.2825745628	0.8708708709	0.8793027035
522	0.2824381952	0.8708708709	0.8793027035
523	0.2823911723	0.8706923807	0.8791549712
524	0.2821438976	0.8708708709	0.8793027035
525	0.2819514186	0.8710493047	0.8794504358
526	0.28170611	0.8708149084	0.8791549712
527	0.2815543703	0.8708149084	0.8791549712
528	0.2813726031	0.8708149084	0.8791549712
529	0.2811365364	0.8710900474	0.8794504358
530	0.2810189401	0.871503082	0.8798936327
531	0.2808835331	0.8713653603	0.8797459004
532	0.2807022439	0.8712276821	0.8795981681
533	0.280626369	0.8712276821	0.8795981681
534	0.2806240286	0.8712276821	0.8795981681
535	0.2805295248	0.8712276821	0.8795981681
536	0.2804126807	0.8712276821	0.8795981681
537	0.2802733458	0.8712276821	0.8795981681
538	0.2801465981	0.8714466203	0.8797459004
539	0.2799952352	0.8714466203	0.8797459004
540	0.2798299792	0.8714466203	0.8797459004
541	0.2797110117	0.8714466203	0.8797459004
542	0.2795126448	0.8714466203	0.8797459004
543	0.2793365432	0.8720783323	0.8803368297
544	0.2791689864	0.8722160796	0.880484562
545	0.279135226	0.8722160796	0.880484562
546	0.278987672	0.8720379147	0.8803368297
547	0.2789298344	0.8720379147	0.8803368297
548	0.2787639125	0.8721756992	0.880484562
549	0.2786782867	0.8719974716	0.8803368297
550	0.2785476865	0.8727100442	0.8809277589
551	0.2784639217	0.8730259002	0.8812232235
552	0.2783328943	0.8733017378	0.8815186881
553	0.2782540321	0.8734397219	0.8816664204
554	0.2780589984	0.8733017378	0.8815186881
555	0.2777728022	0.8735377806	0.8818141528
556	0.2775665598	0.8733997155	0.8816664204
557	0.277490358	0.8733997155	0.8816664204
558	0.2772918035	0.8735777497	0.8818141528
559	0.2772242307	0.8737158211	0.8819618851
560	0.2771791815	0.8735777497	0.8818141528
561	0.2770648287	0.8737158211	0.8819618851
562	0.2769890357	0.8738938053	0.8821096174
563	0.2769336045	0.8738938053	0.8821096174
564	0.2768401346	0.8740319267	0.8822573497
565	0.2767960724	0.8742098609	0.882405082
566	0.2767943087	0.8742098609	0.882405082
567	0.2767528464	0.874387739	0.8825528143
568	0.2766691602	0.8742098609	0.882405082
569	0.2765551385	0.8742098609	0.882405082
570	0.27641299	0.874387739	0.8825528143
571	0.276258441	0.8747433265	0.8828482789
572	0.2762570366	0.8747433265	0.8828482789
573	0.276255407	0.8747433265	0.8828482789
574	0.2761363778	0.8748024028	0.8829960112
575	0.2760497128	0.8749802434	0.8831437435
576	0.2758871703	0.8751185583	0.8832914758
577	0.2758859098	0.8751185583	0.8832914758
578	0.2757268363	0.8751185583	0.8832914758
579	0.2756495121	0.8748024028	0.8829960112
580	0.2755979396	0.8748024028	0.8829960112
581	0.2755313046	0.8748024028	0.8829960112
582	0.2754070118	0.8748024028	0.8829960112
583	0.2753533805	0.8744862472	0.8827005466
584	0.2752404726	0.8749407115	0.8831437435
585	0.2751502325	0.8747628083	0.8829960112
586	0.275061263	0.8751185583	0.8832914758
587	0.2749222841	0.875296349	0.8834392082
588	0.2747349619	0.875296349	0.8834392082
589	0.2746360569	0.8754740834	0.8835869405
590	0.2745028383	0.8754347139	0.8835869405
591	0.2744512497	0.8754347139	0.8835869405
592	0.2743737016	0.8758893281	0.8840301374
593	0.2743344382	0.8758893281	0.8840301374
594	0.274153172	0.8754347139	0.8835869405
595	0.2740363592	0.8757508694	0.8838824051
596	0.2737552965	0.875335756	0.8834392082
597	0.2736310037	0.8756517617	0.8837346728
598	0.2735341713	0.8759285601	0.8840301374
599	0.2733562053	0.8761061947	0.8841778697
600	0.2732092046	0.8759677674	0.8840301374
601	0.2730772153	0.8761061947	0.8841778697
602	0.2728895188	0.8759677674	0.8840301374
603	0.272760869	0.876067025	0.8841778697
604	0.2727419632	0.8759285601	0.8840301374
605	0.2726482765	0.8762055336	0.884325602
606	0.2726002578	0.8762055336	0.884325602
607	0.2725565961	0.8762055336	0.884325602
608	0.2725149522	0.8762446657	0.884325602
609	0.2723922955	0.8762837731	0.884325602
610	0.2723473292	0.8764222503	0.8844733343
611	0.2722362749	0.8765997788	0.8846210666
612	0.2721361626	0.8768768769	0.8849165312
613	0.2721103057	0.8768768769	0.8849165312
614	0.271945471	0.8768768769	0.8849165312
